NUMBERS;NAME;GROUP;DESCRIPTION;STATUS
E959;Neohesperidine dihydrochalcone (sweetener);flavour enhancer;Synthetic sweetener and flavor enhancer. It is obtained by synthesis of a substance called 'neohesperidin' present in bitter oranges. It is usually used together with other sweeteners. It is up to 1800 times sweeter than normal sugar. Its flavor is persistent, with a slight licorice taste and is used to mask bitter flavors. NHDC is often presented as not dangerous. But in large doses it causes nausea and migraines.;Halal
E960;Steviol glycosides;sweetener;A natural sweetener extracted from the Stevia plant, 200 to 300 times sweeter than sucrose. The additive is obtained from the leaves of Stevia rebaudiana Bertoni. The leaves are extracted with hot water and the aqueous extract is passed through an adsorption resin to trap and concentrate the components of the steviol glycoside. Some studies indicate that it could have long-term negative effects. Other studies indicate that only these negative effects occur in very high doses and that previous studies are directed by producers of chemical sweeteners and sugar companies that try to damage the image of Stevia.;Halal
E961;Neotame;sweetener;Synthetic low calorie sweetener and flavor enhancer. It is obtained by chemical reaction of Aspartame with dimethylbutyl (dimethyl butyraldehyde), a compound that reduces the amount of phenylalanine and thus eliminates the obligation to include warnings about the risks of consumption of phenylalanine in the labeling of products. It is up to 13,000 times sweeter than sugar. This additive is considered toxic and perhaps worse than aspartame, it is better to avoid it.;Doubtful, should be certified
E962;Aspartame-acesulfame salt (sweetener);stabiliser;This additive is manufactured by the mixture of aspartame E951 and acesulfame E950. It is up to 350 times sweeter than sugar. It is used in general in many products labeled as 'sugar free', '0% sugar', 'light', 'zero', 'zero' and 'low in calories'. An additive to avoid is classified as a carcinogen by the association for therapeutic research against cancer.;Halal
E965;Maltitol (i) Maltitol (ii) Maltitol syrup (sweetener) (stabiliser);humectant;Synthetic low calorie sweetener and support for additives. It is obtained from the sugars of malt. It is 25% less sweet than normal sugar. It is marketed under the brands Amalty, Lesys, Maltisweet and SweetPearl. It is divided into two types of classes: Maltitol and Maltitol Syrup.;Halal
E966;Lactitol;"emulsifier,
sweetener,
thickener";Lactitol is a sugar alcohol (polyol) and is derived chemically from milk, specifically lactose, the sugar in milk. Its sweetness is approximately 50% less sweet than natural sugar. For the final product to be quite sweet, lactitol is often combined with the sweeteners aspartame (E 951) and acefulsame-K (E 950). In small doses it can be laxative, cause diarrhea, flatulence and cramps. In large doses can cause colic. It should be avoided in children under 3 years. This additives comes from a sugar alcohol, Halal if it is obtained from halal serum or lactose. If animal rennet is used to make serum and lactose, then lactitol is haram. For this reason it is Mushbooh.;Doubtful, should be certified
E967;Xylitol;"emulsifier,
humectant,
stabilizer,
sweetener,
thickener";Synthetic sweetener. It is obtained by acid hydrolysis of the 'xylose sugar' present in the vegetable fibers of birch wood, corn cobs, sugarcane pulp, seed pods and coconut shell. It has a sweetness and a taste very similar to normal sugar but with 35% less calories and a refreshing touch menthol in the mouth due to the cooling effect that produces upon contact with the tongue.  It is used as a substitute for sugar because it does not produce caries and has a very low glycemic index, which makes it optimal for diabetics. In addition, anticaries effects are attributed to it, which makes it possibly one of the best sweeteners. It is a controversial additive, studies in rats have revealed cancer in some of the guinea pigs, but JECFA could not assess the adequacy of males in rats. It is cataloged as definitively carcinogenic by the Association for Therapeutic Research Against Cancer.;Doubtful, should be certified
E968;Erythritol;sweetener;Present naturally in some fruits, vegetables and fermented foods, but the industrial production of erythritol is obtained by fermenting the flour (wheat and or corn) and could be derived from GMOs. Fermentation and due to the hydrolyzed enzyme and to an osmophilic yeast. The sweetening power of erythritol is 60 to 80% of the sugar. No side effects have been found. In large doses it can have a laxative effect.;Halal
E999;Quillaia extract;foaming agent;It is obtained from a South American tree. It is often used in supplements and slimming pills to satisfy hunger. Some reports say it is harmless while others consider it toxic to the blood and that it can cause intestinal inflammation. This additive is Haram because the extraction of the sub-tree from the soap bark tree is extracted with alcohol.;Halal
E1000;Cholic acid;emulsifier;Part of the bile of vertebrates, colic acid is one of the two main bile acids produced by the liver, where it is synthesized from cholesterol. Extract of cow bile, can be produced synthetically. Colorless plates or a white crystalline powder. There are no known side effects to date. It is also used in the manufacture of pharmaceutical products.;Doubtful, should be certified
E1001;Choline salts;emulsifier;Choline is an essential nutrient generally classified in the class of vitamins B. Choline is widely present in the diet. The reason for the use of this additive is an agent that forms or preserves a mixture of substances normally incapable of mixing, for example: oil and water There is no known secondary effect. This additive seems to be widely used in baby foods.;Doubtful, should be certified
E1100;Amylase;stabiliser, flavour enhancer;A digestive enzyme classified as saccharidase (an enzyme that breaks polysaccharides, especially starches, into sugars). The origin of this additive is the pancreas of pigs, green mold and genetic engineering. Amylase is also synthesized in many fruit species during ripening, which makes them sweeter and also during the germination of cereals. This additive is used especially in bakery. The origin of this additive may come from plant origin in this case is Halal. But it can also come from animal origin, in this case the pig pancreas, in this case it is Haram. For this reason this additive is Mushbooh;Halal
